ID_Tempo;Cod_Tempo;Data;Numero_Dia_Semana;Numero_Mes;Numero_Ano;Nome_Mes;Numero_Trimestre;Nome_Trimestre;Numero_Semestre;Nome_Semestre
876;20150526;2015-05-25;3;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
877;20150527;2015-05-26;4;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
878;20150528;2015-05-27;5;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
879;20150529;2015-05-28;6;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
880;20150530;2015-05-29;7;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
881;20150531;2015-05-30;1;5;2015;Maio;2;Segundo Trimestre;1;Primeiro Semestre
882;20150601;2015-05-31;2;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
883;20150602;2015-06-01;3;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
884;20150603;2015-06-02;4;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
885;20150604;2015-06-03;5;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
886;20150605;2015-06-04;6;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
887;20150606;2015-06-05;7;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
888;20150607;2015-06-06;1;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
889;20150608;2015-06-07;2;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
890;20150609;2015-06-08;3;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
891;20150610;2015-06-09;4;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
892;20150611;2015-06-10;5;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
893;20150612;2015-06-11;6;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
894;20150613;2015-06-12;7;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
895;20150614;2015-06-13;1;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
896;20150615;2015-06-14;2;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
897;20150616;2015-06-15;3;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
898;20150617;2015-06-16;4;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
899;20150618;2015-06-17;5;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
900;20150619;2015-06-18;6;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
901;20150620;2015-06-19;7;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
902;20150621;2015-06-20;1;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
903;20150622;2015-06-21;2;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
904;20150623;2015-06-22;3;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
905;20150624;2015-06-23;4;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
906;20150625;2015-06-24;5;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
907;20150626;2015-06-25;6;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
908;20150627;2015-06-26;7;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
909;20150628;2015-06-27;1;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
910;20150629;2015-06-28;2;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
911;20150630;2015-06-29;3;6;2015;Junho;2;Segundo Trimestre;1;Primeiro Semestre
912;20150701;2015-06-30;4;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
913;20150702;2015-07-01;5;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
914;20150703;2015-07-02;6;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
915;20150704;2015-07-03;7;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
916;20150705;2015-07-04;1;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
917;20150706;2015-07-05;2;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
918;20150707;2015-07-06;3;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
919;20150708;2015-07-07;4;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
920;20150709;2015-07-08;5;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
921;20150710;2015-07-09;6;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
922;20150711;2015-07-10;7;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
923;20150712;2015-07-11;1;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
924;20150713;2015-07-12;2;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
925;20150714;2015-07-13;3;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
926;20150715;2015-07-14;4;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
927;20150716;2015-07-15;5;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
928;20150717;2015-07-16;6;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
929;20150718;2015-07-17;7;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
930;20150719;2015-07-18;1;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
931;20150720;2015-07-19;2;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
932;20150721;2015-07-20;3;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
933;20150722;2015-07-21;4;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
934;20150723;2015-07-22;5;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
935;20150724;2015-07-23;6;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
936;20150725;2015-07-24;7;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
937;20150726;2015-07-25;1;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
938;20150727;2015-07-26;2;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
939;20150728;2015-07-27;3;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
940;20150729;2015-07-28;4;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
941;20150730;2015-07-29;5;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
942;20150731;2015-07-30;6;7;2015;Julho;3;Terceiro Trimestre;2;Segundo Semestre
943;20150801;2015-07-31;7;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
944;20150802;2015-08-01;1;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
945;20150803;2015-08-02;2;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
946;20150804;2015-08-03;3;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
947;20150805;2015-08-04;4;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
948;20150806;2015-08-05;5;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
949;20150807;2015-08-06;6;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
950;20150808;2015-08-07;7;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
951;20150809;2015-08-08;1;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
952;20150810;2015-08-09;2;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
953;20150811;2015-08-10;3;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
954;20150812;2015-08-11;4;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
955;20150813;2015-08-12;5;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
956;20150814;2015-08-13;6;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
957;20150815;2015-08-14;7;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
958;20150816;2015-08-15;1;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
959;20150817;2015-08-16;2;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
960;20150818;2015-08-17;3;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
961;20150819;2015-08-18;4;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
962;20150820;2015-08-19;5;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
963;20150821;2015-08-20;6;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
964;20150822;2015-08-21;7;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
965;20150823;2015-08-22;1;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
966;20150824;2015-08-23;2;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
967;20150825;2015-08-24;3;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
968;20150826;2015-08-25;4;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
969;20150827;2015-08-26;5;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
970;20150828;2015-08-27;6;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
971;20150829;2015-08-28;7;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
972;20150830;2015-08-29;1;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
973;20150831;2015-08-30;2;8;2015;Agosto;3;Terceiro Trimestre;2;Segundo Semestre
974;20150901;2015-08-31;3;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
975;20150902;2015-09-01;4;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
976;20150903;2015-09-02;5;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
977;20150904;2015-09-03;6;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
978;20150905;2015-09-04;7;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
979;20150906;2015-09-05;1;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
980;20150907;2015-09-06;2;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
981;20150908;2015-09-07;3;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
982;20150909;2015-09-08;4;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
983;20150910;2015-09-09;5;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
984;20150911;2015-09-10;6;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
985;20150912;2015-09-11;7;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
986;20150913;2015-09-12;1;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
987;20150914;2015-09-13;2;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
988;20150915;2015-09-14;3;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
989;20150916;2015-09-15;4;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
990;20150917;2015-09-16;5;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
991;20150918;2015-09-17;6;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
992;20150919;2015-09-18;7;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
993;20150920;2015-09-19;1;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
994;20150921;2015-09-20;2;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
995;20150922;2015-09-21;3;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
996;20150923;2015-09-22;4;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
997;20150924;2015-09-23;5;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
998;20150925;2015-09-24;6;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
999;20150926;2015-09-25;7;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
1000;20150927;2015-09-26;1;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
1001;20150928;2015-09-27;2;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
1002;20150929;2015-09-28;3;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
1003;20150930;2015-09-29;4;9;2015;Setembro;3;Terceiro Trimestre;2;Segundo Semestre
1004;20151001;2015-09-30;5;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1005;20151002;2015-10-01;6;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1006;20151003;2015-10-02;7;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1007;20151004;2015-10-03;1;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1008;20151005;2015-10-04;2;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1009;20151006;2015-10-05;3;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1010;20151007;2015-10-06;4;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1011;20151008;2015-10-07;5;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1012;20151009;2015-10-08;6;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1013;20151010;2015-10-09;7;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1014;20151011;2015-10-10;1;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1015;20151012;2015-10-11;2;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1016;20151013;2015-10-12;3;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1017;20151014;2015-10-13;4;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1018;20151015;2015-10-14;5;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1019;20151016;2015-10-15;6;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1020;20151017;2015-10-16;7;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1021;20151018;2015-10-17;1;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1022;20151019;2015-10-18;2;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1023;20151020;2015-10-19;3;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1024;20151021;2015-10-20;4;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1025;20151022;2015-10-21;5;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1026;20151023;2015-10-22;6;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1027;20151024;2015-10-23;7;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1028;20151025;2015-10-24;1;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1029;20151026;2015-10-25;2;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1030;20151027;2015-10-26;3;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1031;20151028;2015-10-27;4;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1032;20151029;2015-10-28;5;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1033;20151030;2015-10-29;6;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1034;20151031;2015-10-30;7;10;2015;Outubro;4;Quarto Trimestre;2;Segundo Semestre
1035;20151101;2015-10-31;1;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1036;20151102;2015-11-01;2;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1037;20151103;2015-11-02;3;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1038;20151104;2015-11-03;4;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1039;20151105;2015-11-04;5;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1040;20151106;2015-11-05;6;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1041;20151107;2015-11-06;7;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1042;20151108;2015-11-07;1;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1043;20151109;2015-11-08;2;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1044;20151110;2015-11-09;3;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1045;20151111;2015-11-10;4;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1046;20151112;2015-11-11;5;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1047;20151113;2015-11-12;6;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1048;20151114;2015-11-13;7;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1049;20151115;2015-11-14;1;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1050;20151116;2015-11-15;2;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1051;20151117;2015-11-16;3;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1052;20151118;2015-11-17;4;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1053;20151119;2015-11-18;5;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1054;20151120;2015-11-19;6;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1055;20151121;2015-11-20;7;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1056;20151122;2015-11-21;1;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1057;20151123;2015-11-22;2;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1058;20151124;2015-11-23;3;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1059;20151125;2015-11-24;4;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1060;20151126;2015-11-25;5;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1061;20151127;2015-11-26;6;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1062;20151128;2015-11-27;7;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1063;20151129;2015-11-28;1;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1064;20151130;2015-11-29;2;11;2015;Novembro;4;Quarto Trimestre;2;Segundo Semestre
1065;20151201;2015-11-30;3;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1066;20151202;2015-12-01;4;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1067;20151203;2015-12-02;5;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1068;20151204;2015-12-03;6;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1069;20151205;2015-12-04;7;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1070;20151206;2015-12-05;1;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1071;20151207;2015-12-06;2;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1072;20151208;2015-12-07;3;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1073;20151209;2015-12-08;4;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1074;20151210;2015-12-09;5;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1075;20151211;2015-12-10;6;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1076;20151212;2015-12-11;7;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1077;20151213;2015-12-12;1;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1078;20151214;2015-12-13;2;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1079;20151215;2015-12-14;3;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1080;20151216;2015-12-15;4;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1081;20151217;2015-12-16;5;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1082;20151218;2015-12-17;6;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1083;20151219;2015-12-18;7;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1084;20151220;2015-12-19;1;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1085;20151221;2015-12-20;2;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1086;20151222;2015-12-21;3;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1087;20151223;2015-12-22;4;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1088;20151224;2015-12-23;5;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1089;20151225;2015-12-24;6;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1090;20151226;2015-12-25;7;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1091;20151227;2015-12-26;1;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1092;20151228;2015-12-27;2;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1093;20151229;2015-12-28;3;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1094;20151230;2015-12-29;4;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1095;20151231;2015-12-30;5;12;2015;Dezembro;4;Quarto Trimestre;2;Segundo Semestre
1096;20160101;2015-12-31;6;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1097;20160102;2016-01-01;7;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1098;20160103;2016-01-02;1;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1099;20160104;2016-01-03;2;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1100;20160105;2016-01-04;3;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1101;20160106;2016-01-05;4;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1102;20160107;2016-01-06;5;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1103;20160108;2016-01-07;6;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1104;20160109;2016-01-08;7;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1105;20160110;2016-01-09;1;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1106;20160111;2016-01-10;2;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1107;20160112;2016-01-11;3;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1108;20160113;2016-01-12;4;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1109;20160114;2016-01-13;5;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1110;20160115;2016-01-14;6;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1111;20160116;2016-01-15;7;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1112;20160117;2016-01-16;1;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1113;20160118;2016-01-17;2;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1114;20160119;2016-01-18;3;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1115;20160120;2016-01-19;4;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1116;20160121;2016-01-20;5;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1117;20160122;2016-01-21;6;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1118;20160123;2016-01-22;7;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1119;20160124;2016-01-23;1;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1120;20160125;2016-01-24;2;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1121;20160126;2016-01-25;3;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1122;20160127;2016-01-26;4;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1123;20160128;2016-01-27;5;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1124;20160129;2016-01-28;6;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1125;20160130;2016-01-29;7;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1126;20160131;2016-01-30;1;1;2016;Janeiro;1;Primeiro Trimestre;1;Primeiro Semestre
1127;20160201;2016-01-31;2;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1128;20160202;2016-02-01;3;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1129;20160203;2016-02-02;4;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1130;20160204;2016-02-03;5;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1131;20160205;2016-02-04;6;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1132;20160206;2016-02-05;7;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1133;20160207;2016-02-06;1;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1134;20160208;2016-02-07;2;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1135;20160209;2016-02-08;3;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1136;20160210;2016-02-09;4;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1137;20160211;2016-02-10;5;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1138;20160212;2016-02-11;6;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1139;20160213;2016-02-12;7;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1140;20160214;2016-02-13;1;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1141;20160215;2016-02-14;2;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1142;20160216;2016-02-15;3;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1143;20160217;2016-02-16;4;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1144;20160218;2016-02-17;5;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1145;20160219;2016-02-18;6;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1146;20160220;2016-02-19;7;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1147;20160221;2016-02-20;1;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1148;20160222;2016-02-21;2;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1149;20160223;2016-02-22;3;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1150;20160224;2016-02-23;4;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1151;20160225;2016-02-24;5;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1152;20160226;2016-02-25;6;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1153;20160227;2016-02-26;7;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1154;20160228;2016-02-27;1;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
1155;20160229;2016-02-28;2;2;2016;Fevereiro;1;Primeiro Trimestre;1;Primeiro Semestre
